Date,wse,flag
2023-08-04 10:16:50,382.7061,1
2023-08-25 07:01:54,382.3212,1
2023-09-02 18:29:13,382.1545,1
2023-09-15 03:47:01,382.2745,1
2023-10-06 00:32:02,382.525,1
2023-10-14 11:59:21,381.832,1
2023-10-26 21:17:07,382.2961,1
2023-11-04 08:44:26,381.552,1
2023-11-16 18:02:13,381.2861,1
2023-11-25 05:29:31,380.8093,1
2023-12-07 14:47:18,380.6562,1
2023-12-16 02:14:35,380.1489,1
2024-01-05 22:59:42,380.1924,1
2024-01-18 08:17:29,380.3278,1
2024-01-26 19:44:47,380.1071,1
2024-02-08 05:02:34,380.2367,1
2024-02-16 16:29:52,379.9012,1
2024-02-29 01:47:39,380.2389,1
2024-03-08 13:14:56,380.0261,1
2024-03-20 22:32:42,380.4046,1
2024-03-29 10:00:00,380.0823,1
2024-04-10 19:17:47,380.307,1
2024-04-19 06:45:06,379.9875,1
2024-05-01 16:02:51,380.518,1
2024-05-10 03:30:10,379.9729,1
2024-05-22 12:47:56,380.9338,1
2024-05-31 00:15:15,380.1488,1
2024-06-12 09:33:02,379.9667,1
2024-06-20 21:00:19,380.6414,1
2024-07-03 06:18:04,381.2732,1
2024-07-11 17:45:23,391.9541,1
2024-07-24 03:03:10,382.8467,1
2024-08-01 14:30:27,387.2321,1
2024-08-13 23:48:15,384.493,1
2024-08-22 11:15:31,386.0029,1
2024-09-03 20:33:20,383.1153,1
2024-09-12 08:00:37,385.6564,1
2024-09-24 17:18:27,382.9191,1
2024-10-03 04:45:46,382.9771,1
2024-10-15 14:03:31,388.4874,1
2024-10-24 01:30:49,382.0196,1
2024-11-05 10:48:36,382.1343,1
2024-11-13 22:15:53,382.5082,1
2024-11-26 07:33:41,382.3694,1
2024-12-04 19:00:58,383.7713,1
2024-12-17 04:18:45,382.4695,1
2024-12-25 15:46:02,380.5129,1
2025-01-07 01:03:49,381.9774,1
2025-01-15 12:31:07,381.7533,1
2025-01-27 21:48:54,381.4986,1
2025-02-05 09:16:10,381.3313,1
2025-02-17 18:33:58,382.0999,1
2025-03-10 15:19:02,382.1743,1
2025-03-19 02:46:21,380.927,1
2025-03-31 12:04:06,380.9852,1
2025-04-08 23:31:24,380.9272,1
2025-04-21 08:49:13,380.7247,1
2025-04-29 20:16:30,380.639,1
2025-05-12 05:34:16,380.9517,1
2025-05-20 17:01:35,380.9342,1
2025-06-02 02:19:22,380.9036,1
2025-06-10 13:46:40,380.8401,1
2025-06-22 23:04:27,388.6095,1
2025-07-01 10:31:45,392.2197,1
2025-07-13 19:49:33,389.8455,1
2025-07-22 07:16:51,382.5415,1
2025-08-03 16:34:37,382.9343,1
2025-08-12 04:01:55,382.897,1
2025-08-24 13:19:42,385.1691,1
2025-09-02 00:47:00,388.3064,1
2025-09-14 10:04:45,385.7647,1
2025-09-22 21:32:02,383.1434,1
2025-10-05 06:49:49,382.1212,1
2025-10-13 18:17:07,382.3277,1
2025-10-26 03:34:56,381.6769,1
2025-11-03 15:02:13,384.272,1
2025-11-16 00:19:59,382.2973,1
2025-11-24 11:47:16,385.5687,1
2025-12-06 21:05:02,383.6448,1
2025-12-15 08:32:19,382.0603,1
2025-12-27 17:50:08,384.123,1
2026-01-05 05:17:26,381.9507,1
2026-01-17 14:35:12,383.3732,1
2026-01-26 02:02:30,384.8053,1
2026-02-07 11:20:16,382.2807,1
2026-02-15 22:47:34,382.4863,1
2026-02-28 08:05:23,382.2072,1
2026-03-08 19:32:42,382.3387,1
2026-03-21 04:50:29,382.3459,1
2026-03-29 16:17:46,384.2788,1
2026-04-11 01:35:33,382.198,1
2026-04-19 13:02:52,381.4358,1
2026-05-01 22:20:39,381.6401,1
2026-05-10 09:47:56,381.4628,1
2026-05-22 19:05:42,382.2544,1
2026-05-31 06:33:00,381.5902,1
2026-06-12 15:50:47,381.291,1
2026-06-21 03:18:05,380.9771,1
2026-07-03 12:35:52,384.4471,1
2026-07-12 00:03:09,394.1177,1
2026-07-24 09:20:55,382.7549,1
