Date,reach_id,wse,reach_q,dark_frac,xovr_cal_q,reach_q_b,wse_units,dark_frac_units
2025-05-07 05:30:14+00:00,45297900011,3892.1392,2,0.29778676428,0,311310,m,1
2025-05-16 17:00:56+00:00,45297900011,3883.7947,1,0.2516223333,0,40974,m,1
2025-05-26 15:23:11+00:00,45297900011,3885.9876,1,0.27103976367,0,8206,m,1
2025-05-28 02:15:21+00:00,45297900011,3917.8305,2,0.2276202166,0,313358,m,1
2025-06-06 13:46:02+00:00,45297900011,3884.185,1,0.24751744892,0,40974,m,1
2025-06-16 12:08:14+00:00,45297900011,3886.0232,1,0.27427279079,0,8204,m,1
2025-06-17 23:00:25+00:00,45297900011,3890.2545,2,0.04262200497,0,311310,m,1
2025-06-27 10:31:07+00:00,45297900011,3884.2029,1,0.15085901614,0,40974,m,1
2025-07-07 08:53:21+00:00,45297900011,3886.7162,1,0.12711423532,0,8206,m,1
2025-07-08 19:45:32+00:00,45297900011,3883.8515,2,0.62779320639,0,311310,m,1
2025-07-18 07:16:13+00:00,45297900011,3884.6309,1,0.06640892973,0,40974,m,1
2025-07-28 05:38:26+00:00,45297900011,3887.4619,1,0.01387673779,0,8206,m,1
2025-07-29 16:30:36+00:00,45297900011,3927.2095,1,0.01592090418,0,49166,m,1
2025-08-08 04:01:16+00:00,45297900011,3885.5044,2,0.01490247136,2,557066,m,1
2025-08-18 02:23:31+00:00,45297900011,3887.7624,1,0.00891736508,0,8206,m,1
2025-08-19 13:15:41+00:00,45297900011,3920.5697,1,0.16044167647,0,49166,m,1
2025-08-29 00:46:22+00:00,45297900011,3885.7001,1,0.01204901421,0,40974,m,1
2025-09-09 10:00:45+00:00,45297900011,3924.3688,1,0.07216250346,0,49166,m,1
2025-09-18 21:31:24+00:00,45297900011,3885.4902,1,0.02602136288,0,40974,m,1
2025-09-28 19:53:38+00:00,45297900011,3887.2562,1,0.11049134895,0,8206,m,1
2025-09-30 06:45:49+00:00,45297900011,3965.4567,1,0.04563374051,0,49166,m,1
2025-10-09 18:16:29+00:00,45297900011,3884.6605,1,0.10589943397,0,40974,m,1
2025-10-19 16:38:44+00:00,45297900011,3886.59,1,0.25894745461,0,8206,m,1
2025-10-21 03:30:54+00:00,45297900011,3886.6149,2,0.22349059442,0,311310,m,1
2025-10-30 15:01:36+00:00,45297900011,3884.2592,1,0.14008252727,0,40974,m,1
2025-11-09 13:23:48+00:00,45297900011,3886.2916,1,0.34814577911,0,8206,m,1
2025-11-11 00:15:58+00:00,45297900011,3884.8108,2,0.17900503788,0,311310,m,1
2025-11-20 11:46:39+00:00,45297900011,3884.3283,1,0.18765206753,0,40974,m,1
2025-11-30 10:08:52+00:00,45297900011,3886.0578,1,0.41962130854,0,8206,m,1
2025-12-01 21:01:02+00:00,45297900011,3894.4752,2,0.24551458587,0,311310,m,1
2025-12-11 08:31:42+00:00,45297900011,3884.2841,1,0.26424116648,0,32782,m,1
2025-12-21 06:53:56+00:00,45297900011,3886.0788,1,0.38759160577,0,8204,m,1
2026-01-01 05:16:49+00:00,45297900011,3884.0281,1,0.55930288378,0,40974,m,1
2026-01-11 03:39:01+00:00,45297900011,3886.0019,1,0.66158314682,0,8206,m,1
2026-01-12 14:31:11+00:00,45297900011,3884.4336,2,0.44242327237,0,311310,m,1
2026-01-22 02:01:52+00:00,45297900011,3884.2966,1,0.53799036716,0,40974,m,1
2026-02-01 00:24:06+00:00,45297900011,3886.0164,1,0.6866609373,0,8206,m,1
2026-02-02 11:16:16+00:00,45297900011,3883.5901,2,0.40860578237,0,311310,m,1
2026-02-11 22:46:56+00:00,45297900011,3884.1021,1,0.33056031808,0,32782,m,1
2026-02-21 21:09:10+00:00,45297900011,3885.8182,1,0.61737799054,0,8206,m,1
2026-02-23 08:01:21+00:00,45297900011,3884.4929,1,0.33777923331,0,49166,m,1
