Date,wse,flag
2023-04-06 04:44:57,78.0742,0
2023-04-07 04:35:36,78.1833,0
2023-04-08 04:26:14,78.1825,0
2023-04-09 04:16:52,78.1933,0
2023-04-10 04:07:30,78.1073,0
2023-04-11 03:58:08,78.2173,0
2023-04-12 03:48:46,78.137,0
2023-04-13 03:39:24,78.4909,0
2023-04-14 03:30:02,78.6449,0
2023-04-15 03:20:40,78.3677,0
2023-04-16 03:11:18,78.194,0
2023-04-17 03:01:56,78.3794,0
2023-04-18 02:52:34,78.3517,0
2023-04-19 02:43:12,78.3076,0
2023-04-20 02:33:50,78.589,0
2023-04-21 02:24:27,78.4999,0
2023-04-22 02:15:05,80.4039,0
2023-04-23 02:05:43,78.9232,0
2023-04-24 01:56:21,78.3606,0
2023-04-25 01:46:59,81.5451,0
2023-04-26 01:37:37,81.1081,0
2023-04-27 01:28:15,79.5807,0
2023-04-28 01:18:53,80.7249,0
2023-04-29 01:09:31,82.2354,0
2023-04-30 01:00:08,81.5589,0
2023-05-01 00:50:46,81.2794,0
2023-05-02 00:41:24,84.8325,0
2023-05-03 00:32:02,83.8151,0
2023-05-04 00:22:39,79.8312,0
2023-05-05 00:13:17,84.3531,0
2023-05-06 00:03:55,82.7344,0
2023-05-06 23:54:32,85.3932,1
2023-05-07 23:45:10,83.0116,1
2023-05-08 23:35:48,84.8891,1
2023-05-09 23:26:26,79.0258,0
2023-05-10 23:17:04,78.6789,0
2023-05-11 23:07:41,78.9159,0
2023-05-12 22:58:19,79.2962,0
2023-05-14 22:39:34,78.4085,0
2023-05-15 22:30:12,79.4728,0
2023-05-16 22:20:49,79.9015,0
2023-05-17 22:11:27,79.882,1
2023-05-18 22:02:05,82.7649,1
2023-05-22 21:24:37,79.4826,0
2023-05-23 21:15:15,78.5346,0
2023-05-24 21:05:53,78.5661,0
2023-05-25 20:56:31,82.425,0
2023-05-26 20:47:09,83.4618,0
2023-05-27 20:37:47,82.0396,0
2023-05-28 20:28:24,81.6753,0
2023-05-29 20:19:02,80.7131,0
2023-05-30 20:09:40,78.602,0
2023-05-31 20:00:18,79.4213,0
2023-06-01 19:50:55,79.4915,0
2023-06-02 19:41:33,79.3065,0
2023-06-04 19:22:49,78.6669,0
2023-06-05 19:13:27,78.849,0
2023-06-06 19:04:05,78.7422,0
2023-06-07 18:54:43,78.9166,0
2023-06-08 18:45:21,78.7009,0
2023-06-09 18:35:58,78.4159,0
2023-06-10 18:26:36,78.3474,0
2023-06-11 18:17:14,78.6342,0
2023-06-12 18:07:52,78.6871,0
2023-06-13 17:58:29,78.7049,0
2023-06-14 17:49:07,78.6758,0
2023-06-15 17:39:44,78.5308,0
2023-06-16 17:30:22,78.648,0
2023-06-17 17:21:00,78.5606,0
2023-06-18 17:11:38,78.5083,0
2023-06-19 17:02:16,78.4658,0
2023-06-20 16:52:55,78.8818,0
2023-06-21 16:43:33,79.0443,0
2023-06-22 16:34:11,78.3321,0
2023-06-23 16:24:49,78.5744,0
2023-06-24 16:15:26,78.9525,0
2023-06-25 16:06:04,80.2286,0
2023-06-26 15:56:42,78.5941,0
2023-06-27 15:47:20,78.3613,0
2023-06-28 15:37:58,79.1743,0
2023-06-29 15:28:36,78.9547,0
2023-06-30 15:19:13,83.3411,0
2023-07-01 15:09:51,81.8996,0
2023-07-02 15:00:30,83.1885,0
2023-07-03 14:51:08,82.3936,0
2023-07-05 14:32:24,79.6068,0
2023-07-06 14:23:02,85.8904,0
2023-07-07 14:13:39,84.0456,0
2023-07-08 14:04:17,82.2339,0
2023-07-09 13:54:55,82.1617,0
2023-07-10 13:45:33,83.0218,0
2023-08-02 10:15:23,78.9738,1
2023-08-10 21:43:30,90.7665,1
2023-08-23 07:00:28,81.1161,0
2023-08-31 18:28:35,80.2452,1
2023-09-13 03:45:34,83.651,0
2023-09-21 15:13:40,81.0634,1
2023-10-04 00:30:36,81.6525,0
2023-10-12 11:58:43,80.7014,1
2023-10-24 21:15:41,80.3795,0
2023-11-02 08:43:48,79.5911,0
2023-11-14 18:00:46,86.3816,0
2023-11-23 05:28:53,89.0179,1
2023-12-05 14:45:52,83.9466,0
2023-12-14 02:13:57,80.9725,0
2024-01-03 22:59:04,86.5709,1
2024-01-16 08:16:02,81.2175,0
2024-01-24 19:44:09,80.8415,0
2024-02-06 05:01:08,82.1915,0
2024-02-14 16:29:14,88.0965,0
2024-02-27 01:46:13,78.5333,0
2024-03-06 13:14:18,80.3734,0
2024-03-18 22:31:15,80.3297,0
2024-03-27 09:59:22,79.1927,0
2024-04-08 19:16:20,81.4711,0
2024-04-29 16:01:25,80.9371,0
2024-05-08 03:29:31,81.6731,0
2024-05-20 12:46:30,78.2014,0
2024-05-29 00:14:36,80.9537,0
2024-06-10 09:31:35,78.1889,0
2024-06-18 20:59:42,79.3137,0
2024-07-01 06:16:38,78.288,0
2024-07-09 17:44:44,89.5267,1
2024-07-22 03:01:44,78.6105,0
