Date,wse,flag
2023-07-29 10:13:44,13.0353,1
2023-08-06 21:41:01,13.7254,1
2023-08-27 18:26:05,15.5285,1
2023-09-09 03:43:55,13.0128,1
2023-09-17 15:11:11,13.4777,1
2023-09-30 00:28:58,12.4425,1
2023-10-08 11:56:13,12.9836,1
2023-10-20 21:14:02,12.1129,1
2023-10-29 08:41:18,12.3377,1
2023-11-10 17:59:08,11.9453,1
2023-11-19 05:26:24,14.2447,1
2023-12-01 14:44:13,12.107,1
2023-12-10 02:11:28,12.9645,1
2023-12-22 11:29:17,16.3635,1
2023-12-30 22:56:35,13.076,1
2024-01-12 08:14:22,15.8203,1
2024-01-20 19:41:40,12.2077,1
2024-02-02 04:59:29,11.4881,1
2024-02-10 16:26:44,11.6405,1
2024-02-23 01:44:34,11.7807,1
2024-03-02 13:11:50,12.2986,1
2024-03-14 22:29:36,3.0776,1
2024-03-23 09:56:53,12.0269,1
2024-04-04 19:14:40,12.2561,1
2024-04-13 06:41:58,11.8903,1
2024-04-25 15:59:47,11.5991,1
2024-05-04 03:27:01,13.6218,1
2024-05-16 12:44:51,12.0637,1
2024-05-25 00:12:06,12.5797,1
2024-06-06 09:29:57,14.0089,1
2024-06-14 20:57:13,15.9069,1
2024-06-27 06:15:00,14.4541,1
2024-07-05 17:42:14,16.1714,1
2024-07-18 03:00:05,13.0343,1
2024-07-26 14:27:21,13.7093,1
2024-08-07 23:45:09,12.677,1
2024-08-16 11:12:26,16.8403,1
2024-08-28 20:30:14,14.8658,1
2024-09-06 07:57:31,15.1861,1
2024-10-09 14:00:26,13.4617,1
2024-10-30 10:45:30,12.6338,1
2024-11-07 22:12:47,12.8373,1
2024-11-20 07:30:35,11.8573,1
2024-11-28 18:57:52,12.315,1
2025-01-21 21:45:49,13.0969,1
2025-01-30 09:13:04,12.3009,1
2025-02-20 05:58:09,12.0957,1
2025-03-04 15:15:57,9.4147,1
2025-03-13 02:43:13,12.2091,1
2025-05-14 16:58:27,15.0462,1
2025-05-27 02:16:17,13.6449,1
2025-06-04 13:43:33,15.905,1
2025-06-16 23:01:20,13.6877,1
2025-06-25 10:28:38,13.5595,1
2025-07-07 19:46:27,11.0661,1
2025-07-16 07:13:44,14.0746,1
2025-07-28 16:31:32,12.2627,1
2025-08-06 03:58:47,16.2156,1
2025-08-18 13:16:36,18.1325,1
2025-08-27 00:43:53,15.1234,1
2025-09-08 10:01:40,14.5282,1
2025-09-16 21:28:55,15.8291,1
2025-09-29 06:46:44,13.4674,1
2025-10-07 18:14:00,14.6457,1
2025-10-20 03:31:50,12.1129,1
2025-10-28 14:59:06,12.2855,1
2025-11-10 00:16:54,11.7977,1
2025-11-18 11:44:09,11.9523,1
2025-11-30 21:01:58,11.598,1
2025-12-09 08:29:13,11.8364,1
2025-12-21 17:47:02,12.0411,1
2025-12-30 05:14:19,11.8815,1
2026-01-11 14:32:07,14.3714,1
2026-01-20 01:59:23,13.4048,1
2026-02-01 11:17:12,17.5036,1
2026-02-09 22:44:27,12.1446,1
2026-02-22 08:02:17,11.94,1
2026-03-02 19:29:34,13.5418,1
