Date,wse,flag
2023-08-11 08:36:38,194.2816,0
2023-08-30 18:28:32,194.3862,0
2023-09-01 05:21:43,194.3439,0
2023-09-20 15:13:38,194.0837,0
2023-10-11 11:58:40,194.1046,0
2023-10-12 22:51:51,194.0412,0
2023-11-01 08:43:45,193.7266,0
2023-11-02 19:36:56,193.7599,0
2023-11-22 05:28:50,193.7372,0
2023-12-13 02:13:54,193.6511,0
2023-12-14 13:07:05,193.6983,0
2024-01-02 22:59:01,193.5893,0
2024-01-04 09:52:12,193.571,0
2024-01-23 19:44:06,193.6396,0
2024-01-25 06:37:18,193.5492,0
2024-02-13 16:29:11,193.7984,0
2024-02-15 03:22:22,193.5982,0
2024-03-05 13:14:16,193.585,0
2024-03-07 00:07:26,193.6548,0
2024-03-26 09:59:19,193.6465,0
2024-03-27 20:52:30,193.962,0
2024-04-16 06:44:25,193.6048,0
2024-04-17 17:37:36,193.6239,0
2024-05-07 03:29:28,193.6845,0
2024-05-08 14:22:39,194.1112,0
2024-05-28 00:14:33,193.8671,0
2024-05-29 11:07:45,194.1407,0
2024-06-17 20:59:39,193.9414,0
2024-06-19 07:52:50,193.7509,0
2024-07-08 17:44:41,194.218,0
2024-07-10 04:37:53,193.9323,0
2024-07-29 14:29:47,194.3434,0
2024-07-31 01:22:58,194.943,0
2024-08-19 11:14:51,194.421,0
2024-08-20 22:08:02,196.915,0
2024-09-09 07:59:57,194.3761,0
2024-10-01 15:38:16,194.5514,0
2024-10-21 01:30:09,194.1331,0
2024-10-22 12:23:20,194.2225,0
2024-11-10 22:15:13,193.9598,0
2024-11-12 09:08:24,193.9229,0
2024-12-01 19:00:18,193.838,0
2024-12-03 05:53:29,193.7586,0
2025-01-12 12:30:25,193.3493,1
2025-01-13 23:23:37,193.8054,1
2025-02-02 09:15:30,193.6895,0
2025-02-23 06:00:36,193.5864,0
2025-03-16 02:45:40,193.6576,0
2025-05-17 17:00:53,193.8692,0
2025-05-19 03:54:05,194.4252,0
2025-06-07 13:45:59,193.7706,0
2025-06-09 00:39:10,193.6413,0
2025-06-28 10:31:04,194.1594,0
2025-06-29 21:24:16,194.3004,0
2025-07-19 07:16:10,194.0467,0
2025-07-20 18:09:21,194.069,0
2025-08-09 04:01:13,194.2262,0
2025-08-30 00:46:19,194.1241,0
2025-09-19 21:31:21,194.1785,0
2025-09-21 08:24:32,193.9876,0
2025-10-10 18:16:26,194.1439,0
2025-10-12 05:09:38,194.1429,0
2025-10-31 15:01:33,194.2578,0
2025-11-02 01:54:44,194.0062,0
2025-11-21 11:46:36,193.814,0
2025-11-22 22:39:47,193.6947,0
2025-12-12 08:31:38,193.707,0
2025-12-13 19:24:49,193.882,0
2026-01-02 05:16:46,193.7137,0
2026-01-03 16:09:56,193.6548,0
2026-01-23 02:01:49,193.8014,0
2026-01-24 12:55:00,193.6531,0
2026-02-12 22:46:53,193.7182,0
2026-02-14 09:40:04,193.555,0
