Date,reach_id,wse,reach_q,dark_frac,xovr_cal_q,reach_q_b,wse_units,dark_frac_units
2023-04-09 04:17:09+00:00,45245800531,102.2705,1,0.0,0,43012,m,1
2023-04-10 04:07:47+00:00,45245800531,97.1115,1,0.0,0,40964,m,1
2023-04-11 03:58:25+00:00,45245800531,101.4183,1,0.0,0,40964,m,1
2023-04-12 03:49:03+00:00,45245800531,101.0915,1,0.0,0,40964,m,1
2023-04-13 03:39:41+00:00,45245800531,97.6329,1,0.0,0,40964,m,1
2023-04-14 03:30:19+00:00,45245800531,94.9689,1,0.0,0,40964,m,1
2023-04-15 03:20:57+00:00,45245800531,97.1582,1,0.0,0,40964,m,1
2023-04-16 03:11:35+00:00,45245800531,98.4695,1,0.0,0,40964,m,1
2023-04-17 03:02:13+00:00,45245800531,96.9549,1,0.0,0,43012,m,1
2023-04-18 02:52:51+00:00,45245800531,95.193,1,0.0,0,40964,m,1
2023-04-19 02:43:29+00:00,45245800531,88.022,1,0.0,0,43012,m,1
2023-04-20 02:34:07+00:00,45245800531,96.6778,1,0.0,0,40964,m,1
2023-04-21 02:24:44+00:00,45245800531,99.4127,1,0.0,0,40964,m,1
2023-04-22 02:15:22+00:00,45245800531,93.4602,1,0.0,0,40964,m,1
2023-04-23 02:06:00+00:00,45245800531,91.3434,1,0.0,0,40964,m,1
2023-04-24 01:56:38+00:00,45245800531,94.9589,1,0.0,0,40964,m,1
2023-04-25 01:47:16+00:00,45245800531,91.6418,1,0.0,0,40964,m,1
2023-04-26 01:37:54+00:00,45245800531,89.11,1,0.0,0,40964,m,1
2023-04-27 01:28:32+00:00,45245800531,93.9898,1,0.0,0,40964,m,1
2023-04-28 01:19:10+00:00,45245800531,93.1632,1,0.0,0,40972,m,1
2023-04-29 01:09:48+00:00,45245800531,92.1646,1,0.0,0,40964,m,1
2023-04-30 01:00:25+00:00,45245800531,89.0054,1,0.0,0,40964,m,1
2023-05-01 00:51:03+00:00,45245800531,76.0432,1,0.0,0,40966,m,1
2023-05-02 00:41:41+00:00,45245800531,87.9798,1,0.0,0,40964,m,1
2023-05-03 00:32:19+00:00,45245800531,87.3578,1,0.0,0,40972,m,1
2023-05-04 00:22:56+00:00,45245800531,93.5533,1,0.0,0,40964,m,1
2023-05-05 00:13:34+00:00,45245800531,93.4843,1,0.0,0,40964,m,1
2023-05-06 00:04:12+00:00,45245800531,92.4938,1,0.0,0,40972,m,1
2023-05-06 23:54:49+00:00,45245800531,93.9398,2,0.0,2,565248,m,1
2023-05-07 23:45:27+00:00,45245800531,94.1816,2,0.0,2,565248,m,1
2023-05-08 23:36:05+00:00,45245800531,94.7899,2,0.0,2,565248,m,1
2023-05-09 23:26:43+00:00,45245800531,90.5128,1,0.0,0,40964,m,1
2023-05-10 23:17:21+00:00,45245800531,94.7704,1,0.0,0,40964,m,1
2023-05-11 23:07:58+00:00,45245800531,94.8564,1,0.0,0,40964,m,1
2023-05-12 22:58:36+00:00,45245800531,93.5864,1,0.0,0,40964,m,1
2023-05-14 22:39:51+00:00,45245800531,90.4922,1,0.0,0,40964,m,1
2023-05-15 22:30:29+00:00,45245800531,92.0364,1,0.0,0,40964,m,1
2023-05-16 22:21:06+00:00,45245800531,91.6118,1,0.0,0,40964,m,1
2023-05-17 22:11:44+00:00,45245800531,93.5616,1,0.0,1,40966,m,1
2023-05-18 22:02:22+00:00,45245800531,92.2638,1,0.0,0,40964,m,1
2023-05-22 21:24:54+00:00,45245800531,93.47,1,0.0,0,40964,m,1
2023-05-23 21:15:32+00:00,45245800531,94.0322,1,0.0,0,40966,m,1
2023-05-24 21:06:10+00:00,45245800531,94.2136,1,0.0,0,40966,m,1
2023-05-25 20:56:48+00:00,45245800531,103.1844,1,0.0,0,40966,m,1
2023-05-26 20:47:26+00:00,45245800531,94.8078,1,0.0,0,40964,m,1
2023-05-27 20:38:04+00:00,45245800531,94.0924,1,0.0,0,40964,m,1
2023-05-28 20:28:41+00:00,45245800531,94.5507,1,0.0,0,40964,m,1
2023-05-29 20:19:19+00:00,45245800531,93.8269,1,0.0,0,40964,m,1
2023-05-30 20:09:57+00:00,45245800531,94.8662,1,0.0,0,40964,m,1
2023-05-31 20:00:35+00:00,45245800531,91.3995,1,0.0,0,40964,m,1
2023-06-01 19:51:12+00:00,45245800531,92.9428,1,0.0,0,40964,m,1
2023-06-02 19:41:50+00:00,45245800531,93.694,1,0.0,0,40964,m,1
2023-06-04 19:23:06+00:00,45245800531,92.8926,1,0.0,0,40964,m,1
2023-06-05 19:13:44+00:00,45245800531,94.9799,1,0.0,0,40964,m,1
2023-06-06 19:04:22+00:00,45245800531,93.9555,1,0.0,0,40964,m,1
2023-06-07 18:55:00+00:00,45245800531,94.8501,1,0.0,0,40964,m,1
2023-06-08 18:45:38+00:00,45245800531,94.1366,1,0.0,0,40964,m,1
2023-06-09 18:36:15+00:00,45245800531,93.6529,1,0.0,0,40964,m,1
2023-06-10 18:26:53+00:00,45245800531,96.425,1,0.0,0,40964,m,1
2023-06-11 18:17:31+00:00,45245800531,98.4446,1,0.0,0,40964,m,1
