Date,wse,flag
2023-08-05 21:42:05,1746.9277,1
2023-08-26 18:27:09,1743.7237,0
2023-09-16 15:12:16,1712.1785,0
2023-10-07 11:57:17,1713.0903,0
2023-10-28 08:42:22,1736.3844,0
2023-11-18 05:27:28,1730.72,0
2023-12-09 02:12:33,1687.3665,0
2023-12-29 22:57:39,1709.2967,0
2024-01-19 19:42:44,1718.9629,0
2024-02-09 16:27:48,1695.49,0
2024-03-01 13:12:54,1709.2111,0
2024-03-22 09:57:57,1730.1553,0
2024-04-12 06:43:02,1742.6447,0
2024-05-24 00:13:10,1685.7709,0
2024-07-04 17:43:19,1727.6677,0
2024-07-25 14:28:25,1689.5251,0
2024-08-15 11:13:30,1716.9479,0
2024-09-05 07:58:35,1739.247,0
2024-11-06 22:13:51,1717.9994,0
2024-11-27 18:58:56,1732.7752,0
2025-01-29 09:14:09,1720.4393,0
2025-02-19 05:59:13,1743.1722,0
2025-03-12 02:44:17,1690.589,0
2025-05-13 16:59:30,1758.7242,0
2025-06-03 13:44:37,1713.3214,0
2025-06-24 10:29:42,1698.73,0
2025-08-05 03:59:51,1692.3574,0
2025-08-26 00:44:57,1687.7835,0
2025-09-15 21:29:59,1721.2717,0
2025-10-06 18:15:04,1724.2373,0
2025-10-27 15:00:11,1702.519,0
2025-11-17 11:45:13,1700.736,0
2025-12-08 08:30:17,1670.0826,0
2025-12-29 05:15:23,1718.1339,0
2026-01-19 02:00:27,1660.4676,0
2026-02-08 22:45:31,1702.9114,0
2026-03-01 19:30:38,1708.3641,0
