Date,wse,flag
2023-07-28 23:19:39,42.0009,0
2023-08-10 08:36:35,43.0733,1
2023-08-29 18:27:36,43.4651,0
2023-08-31 05:21:40,43.0976,1
2023-09-08 16:49:51,41.1688,0
2023-09-19 15:12:42,41.6409,0
2023-09-21 02:06:45,41.1007,0
2023-09-29 13:34:54,42.5973,0
2023-10-10 11:57:44,41.8758,0
2023-10-11 22:51:48,41.8638,1
2023-10-20 10:19:58,41.6587,0
2023-10-31 08:42:49,40.4891,0
2023-11-01 19:36:53,40.5921,1
2023-11-10 07:05:03,40.9833,0
2023-11-21 05:27:55,40.1638,0
2023-11-22 16:21:58,40.4683,0
2023-12-01 03:50:09,40.4168,0
2023-12-13 13:07:02,40.8648,1
2023-12-22 00:35:13,40.6436,0
2024-01-01 22:58:05,40.2251,0
2024-01-03 09:52:09,40.3313,0
2024-01-11 21:20:18,39.9756,0
2024-01-22 19:43:11,41.723,0
2024-01-24 06:37:15,39.8449,1
2024-02-01 18:05:24,40.6507,0
2024-02-12 16:28:15,40.5222,0
2024-02-14 03:22:19,40.554,1
2024-02-22 14:50:29,40.4002,0
2024-03-04 13:13:20,40.4802,0
2024-03-06 00:07:24,39.6255,1
2024-03-14 11:35:32,40.0731,0
2024-03-25 09:58:24,40.2931,0
2024-03-26 20:52:27,40.3907,1
2024-04-04 08:20:36,40.1266,0
2024-04-15 06:43:29,39.6197,0
2024-04-16 17:37:33,40.1533,1
2024-04-25 05:05:43,39.4092,0
2024-05-06 03:28:32,39.4221,0
2024-05-07 14:22:36,39.5103,0
2024-05-16 01:50:47,39.9283,0
2024-05-27 00:13:37,39.5954,0
2024-05-28 11:07:41,39.3458,0
2024-06-05 22:35:53,40.5501,0
2024-06-16 20:58:43,41.1452,0
2024-06-26 19:20:56,43.0803,0
2024-07-07 17:43:46,43.2337,0
2024-07-09 04:37:49,43.3389,1
2024-07-17 16:06:00,43.0604,0
2024-07-28 14:28:51,42.9521,0
2024-07-30 01:22:55,40.9867,1
2024-08-07 12:51:05,42.9443,0
2024-08-18 11:13:56,44.5611,1
2024-08-19 22:07:59,42.529,1
2024-08-28 09:36:09,41.5468,0
2024-09-08 07:59:02,41.4553,0
2024-09-09 18:53:05,41.1901,1
2024-10-09 03:06:22,42.5824,0
2024-10-20 01:29:13,41.4011,0
2024-10-21 12:23:17,41.3343,1
2024-10-29 23:51:25,44.4885,1
2024-11-09 22:14:17,41.3997,0
2024-11-11 09:08:21,40.6233,1
2024-11-19 20:36:30,41.1776,0
2024-11-30 18:59:22,41.227,0
2024-12-02 05:53:26,40.7953,1
2025-01-12 23:23:33,42.1685,1
2025-01-21 10:51:44,39.9068,0
2025-02-01 09:14:35,40.7016,0
2025-02-02 20:08:38,41.6129,1
2025-02-22 05:59:40,41.1729,0
2025-02-23 16:53:43,40.369,1
2025-03-04 04:21:52,39.9707,0
2025-03-15 02:44:44,39.4532,0
2025-03-16 13:38:48,39.5691,0
2025-05-16 16:59:58,39.8511,0
2025-05-18 03:54:02,39.9145,1
2025-05-26 15:22:12,41.9056,0
2025-06-06 13:45:03,41.2115,0
2025-06-08 00:39:07,40.5756,1
2025-06-16 12:07:16,41.3348,0
2025-06-27 10:30:09,40.9797,0
2025-06-28 21:24:13,41.2813,1
2025-07-07 08:52:23,39.9215,0
2025-07-18 07:15:15,42.6809,0
2025-07-19 18:09:18,42.4429,0
2025-07-28 05:37:28,41.9611,0
2025-08-08 04:00:18,42.355,1
2025-08-09 14:54:21,42.531,1
2025-08-18 02:22:32,42.3219,0
2025-08-29 00:45:24,41.6956,0
2025-08-30 11:39:27,42.0722,1
2025-09-18 21:30:25,43.2466,0
2025-09-20 08:24:29,42.9444,1
2025-09-28 19:52:40,42.1801,0
2025-10-09 18:15:31,43.1206,0
2025-10-11 05:09:34,42.8901,1
2025-10-19 16:37:45,42.4049,0
2025-10-30 15:00:37,40.6964,0
2025-11-01 01:54:41,42.3838,1
2025-11-09 13:22:50,41.8354,0
2025-11-20 11:45:40,41.7709,0
2025-11-21 22:39:44,41.0416,1
2025-11-30 10:07:53,41.2748,0
2025-12-11 08:30:43,40.908,0
2025-12-12 19:24:46,40.3463,1
2025-12-21 06:52:58,40.3094,0
2026-01-01 05:15:50,40.1781,0
2026-01-02 16:09:53,40.4123,0
2026-01-11 03:38:03,40.1141,0
2026-01-22 02:00:54,40.8558,0
2026-01-23 12:54:57,40.5903,1
2026-02-01 00:23:07,40.8954,0
2026-02-11 22:45:57,40.7068,0
2026-02-13 09:40:00,39.8238,0
2026-02-21 21:08:12,40.6814,0
