Date,wse,flag
2023-08-26 18:26:53,956.1559,0
2023-09-16 15:12:00,985.2645,0
2023-09-18 02:04:21,1008.284,0
2023-10-07 11:57:01,966.6641,0
2023-10-28 08:42:06,969.1721,0
2023-10-29 19:34:28,931.433,0
2023-11-18 05:27:11,924.7655,0
2023-11-19 16:19:33,937.6371,0
2023-12-09 02:12:16,958.7333,0
2023-12-10 13:04:39,577.1227,0
2023-12-29 22:57:23,955.3201,0
2024-01-19 19:42:28,971.5008,1
2024-01-21 06:34:50,944.4479,0
2024-02-09 16:27:32,1000.4735,1
2024-02-11 03:19:55,587.8056,0
2024-03-01 13:12:38,957.4274,0
2024-03-03 00:04:59,921.0533,0
2024-03-22 09:57:41,951.9106,0
2024-03-23 20:50:03,955.15,0
2024-04-12 06:42:46,1016.3037,0
2024-04-13 17:35:08,992.0602,0
2024-05-03 03:27:49,952.9892,0
2024-05-24 00:12:54,1002.8236,1
2024-05-25 11:05:16,507.5932,1
2024-06-13 20:58:01,974.5184,1
2024-06-15 07:50:22,1014.0005,0
2024-07-04 17:43:02,850.7438,1
2024-07-06 04:35:25,441.9567,0
2024-07-25 14:28:09,987.3719,1
2024-07-27 01:20:31,962.1009,0
2024-08-15 11:13:14,1097.0597,0
2024-08-16 22:05:35,1033.5312,0
2024-09-05 07:58:19,895.473,0
2024-09-06 18:50:41,1063.3518,0
2024-11-06 22:13:34,943.6816,0
2024-11-08 09:05:56,995.8767,1
2024-11-27 18:58:40,998.1156,1
2024-11-29 05:51:01,924.3808,0
2025-01-09 23:21:09,570.8765,0
2025-01-29 09:13:52,999.6592,0
2025-01-30 20:06:14,981.7505,0
2025-02-19 05:58:57,984.9344,0
2025-02-20 16:51:19,567.6171,0
2025-03-12 02:44:01,955.6766,0
2025-03-13 13:36:23,578.4638,0
2025-05-13 16:59:14,437.4992,1
2025-06-03 13:44:21,944.9369,0
2025-06-05 00:36:43,959.255,0
2025-06-25 21:21:48,997.1209,0
2025-07-16 18:06:54,977.7543,0
2025-08-05 03:59:36,946.0736,1
2025-08-06 14:51:57,538.8618,0
2025-08-26 00:44:41,923.2753,1
2025-08-27 11:37:03,943.8119,0
2025-09-15 21:29:43,944.0078,0
2025-09-17 08:22:05,428.9205,0
2025-10-06 18:14:48,956.7601,0
2025-10-08 05:07:11,465.9106,0
2025-10-27 14:59:55,967.9469,0
2025-10-29 01:52:17,1043.6433,0
2025-11-17 11:44:57,979.1319,1
2025-11-18 22:37:20,578.8279,0
2025-12-08 08:30:01,986.3571,1
2025-12-09 19:22:23,589.4164,0
2025-12-29 05:15:07,936.0785,0
2025-12-30 16:07:29,942.2167,0
2026-01-19 02:00:11,928.9059,1
2026-01-20 12:52:33,930.8149,0
2026-02-08 22:45:15,944.8125,1
2026-02-10 09:37:37,580.7931,0
2026-03-01 19:30:22,932.1193,0
2026-03-03 06:22:44,941.4849,0
