Date,reach_id,wse,reach_q,dark_frac,xovr_cal_q,reach_q_b,wse_units,dark_frac_units
2023-07-27 23:18:53+00:00,45220201131,16.9962,1,0.0,0,40964,m,1
2023-07-30 10:14:03+00:00,45220201131,17.2528,1,0.0,0,8206,m,1
2023-08-09 08:36:18+00:00,45220201131,17.442,1,0.0,0,8206,m,1
2023-08-30 05:21:23+00:00,45220201131,18.5316,1,0.0,0,8206,m,1
2023-09-07 16:49:04+00:00,45220201131,17.9698,1,0.0,0,40974,m,1
2023-09-10 03:44:15+00:00,45220201131,17.2834,1,0.0,0,8206,m,1
2023-09-18 15:11:56+00:00,45220201131,17.5794,1,0.0,0,14,m,1
2023-09-20 02:06:28+00:00,45220201131,16.485,1,0.0,0,8206,m,1
2023-09-28 13:34:08+00:00,45220201131,17.0608,1,0.0,0,40966,m,1
2023-10-01 00:29:18+00:00,45220201131,16.8781,1,0.0,0,8204,m,1
2023-10-09 11:56:58+00:00,45220201131,17.1826,1,0.0,0,12,m,1
2023-10-19 10:19:11+00:00,45220201131,16.5814,1,0.0,0,40972,m,1
2023-10-21 21:14:22+00:00,45220201131,16.8368,1,0.0,0,8196,m,1
2023-10-30 08:42:03+00:00,45220201131,16.1254,1,0.0,0,12,m,1
2023-10-31 19:36:36+00:00,45220201131,16.5939,1,0.0,0,8196,m,1
2023-11-09 07:04:17+00:00,45220201131,15.9728,1,0.0,0,40972,m,1
2023-11-11 17:59:27+00:00,45220201131,16.5332,1,0.0,0,43012,m,1
2023-11-20 05:27:08+00:00,45220201131,16.5546,1,0.0,0,2052,m,1
2023-11-21 16:21:41+00:00,45220201131,16.3301,1,0.0,0,10244,m,1
2023-11-30 03:49:22+00:00,45220201131,16.385,1,0.0,0,44036,m,1
2023-12-02 14:44:33+00:00,45220201131,16.2312,1,0.0,0,10244,m,1
2023-12-12 13:06:45+00:00,45220201131,16.6473,1,0.0,0,10244,m,1
2023-12-21 00:34:26+00:00,45220201131,16.0711,1,0.0,0,44036,m,1
2023-12-31 22:57:19+00:00,45220201131,15.2547,1,0.0,0,4,m,1
2024-01-13 08:14:42+00:00,45220201131,15.0706,1,0.0,0,8196,m,1
2024-01-21 19:42:24+00:00,45220201131,16.4879,1,0.0,0,34820,m,1
2024-01-23 06:36:57+00:00,45220201131,15.4993,1,0.0,0,8196,m,1
2024-01-31 18:04:38+00:00,45220201131,17.0584,1,0.0,0,44036,m,1
2024-02-03 04:59:48+00:00,45220201131,15.3099,1,0.0,0,8196,m,1
2024-02-11 16:27:29+00:00,45220201131,16.8411,1,0.0,0,2052,m,1
2024-02-13 03:22:02+00:00,45220201131,16.2177,1,0.0,0,10244,m,1
2024-02-21 14:49:43+00:00,45220201131,16.6174,1,0.0,0,44036,m,1
2024-02-24 01:44:54+00:00,45220201131,17.9482,1,0.0,0,10244,m,1
2024-03-03 13:12:34+00:00,45220201131,16.082,1,0.0,0,6,m,1
2024-03-05 00:07:06+00:00,45220201131,18.08,1,0.0,0,8198,m,1
2024-03-13 11:34:45+00:00,45220201131,17.1739,1,0.0,0,44036,m,1
2024-03-15 22:29:55+00:00,45220201131,15.1511,2,0.0,2,567306,m,1
2024-03-24 09:57:37+00:00,45220201131,16.5299,1,0.0,0,14,m,1
2024-03-25 20:52:10+00:00,45220201131,16.7622,1,0.0,0,8198,m,1
2024-04-03 08:19:50+00:00,45220201131,15.3006,1,0.0,0,40972,m,1
2024-04-05 19:15:00+00:00,45220201131,17.3594,2,0.0,2,567298,m,1
2024-04-14 06:42:43+00:00,45220201131,15.5353,1,0.0,0,34820,m,1
2024-04-15 17:37:15+00:00,45220201131,16.0719,1,0.0,0,43012,m,1
